Player,Team_x,Season,Position_x,Minutes,Goals Added,Base Salary,Guaranteed Compensation
Antonio Mlinar Delamea,NER,2019,CB,1491,1.99,"$425,004","$425,004"
Mark Bloom,TOR,2014,FB,2462,1.99,"$48,825","$48,825"
Jo Inge Berget,NYC,2018,ST,1692,1.98,"$600,000","$816,667"
Matt Hedges,FCD,2015,CB,2883,1.98,"$135,000","$135,000"
Wil Trapp,CLB,2019,DM,2575,1.98,"$549,996","$593,746"
Víctor Cabrera,MTL,2016,CB,2085,1.97,"$250,000","$250,000"
Gabriel Torres,COL,2015,W,1725,1.97,"$262,000","$274,500"
Harry Shipp,SEA,2019,W,1548,1.97,"$235,000","$235,000"
Johnny Leverón,VAN,2013,CB,1751,1.97,"$60,000","$71,188"
José Mari,COL,2014,CM,1859,1.97,"$230,000","$261,000"
Markus Holgersson,NYRB,2013,CB,3105,1.97,"$199,500","$199,500"
Jordon Mutch,VAN,2018,CM,933,1.97,"$156,000","$284,167"
Vicente Sánchez,HOU,2017,W,629,1.96,"$65,004","$65,004"
Giancarlo González,CLB,2014,CB,1653,1.96,,
Tyler Adams,NYRB,2017,DM,2175,1.96,"$75,000","$91,042"
Brandon Barklage,SJE,2014,FB,974,1.96,"$65,000","$68,415"
Fabián Espíndola,DCU,2016,ST,1000,1.96,,
Kevin Ellis,SKC,2015,CB,2515,1.96,"$60,000","$63,150"
Jackson Yueill,SJE,2018,CM,1393,1.96,"$135,000","$196,000"
Gerso,SKC,2017,W,2420,1.96,"$550,008","$591,258"
Sergio Santos,PHI,2019,ST,715,1.96,"$600,000","$668,500"
Gregory van der Wiel,TOR,2018,FB,2496,1.96,"$800,000","$835,000"
Michael Harrington,POR,2013,FB,3192,1.96,"$140,000","$166,833"
Guram Kashia,SJE,2018,CB,1172,1.95,"$550,000","$550,000"
Christian Bolaños,VAN,2017,W,1734,1.95,"$250,000","$253,500"
Brek Shea,VAN,2017,W,1452,1.95,"$625,000","$670,000"
Jermaine Jones,NER,2015,DM,1407,1.95,"$2,800,000","$3,052,500"
Jack Elliott,PHI,2018,CB,1545,1.95,"$59,630","$59,630"
Brian Carroll,PHI,2015,DM,1948,1.95,"$150,000","$150,000"
Brek Shea,VAN,2018,W,1720,1.95,"$700,000","$745,000"
Marlon Hairston,COL,2016,W,1358,1.95,"$90,000","$113,000"
Eriq Zavaleta,TOR,2018,CB,1607,1.95,"$225,000","$263,558"
Dairon Asprilla,POR,2015,W,1134,1.94,"$60,000","$60,000"
DaMarcus Beasley,HOU,2017,FB,2171,1.94,"$316,008","$351,008"
Hassoun Camara,MTL,2016,FB,2433,1.94,"$180,000","$180,000"
Tim Parker,VAN,2016,CB,2764,1.94,"$66,000","$84,750"
Kendall Waston,CIN,2019,CB,2400,1.94,"$750,000","$776,667"
José Gonçalves,NER,2015,CB,2669,1.93,"$450,000","$479,375"
Luis Silva,"DCU, TOR",2013,ST,2107,1.93,"$70,400","$105,400"
Graham Smith,SKC,2019,CB,977,1.93,"$57,225","$57,225"
Yura Movsisyan,RSL,2017,ST,1558,1.93,"$1,750,000","$1,973,750"
Rodney Wallace,POR,2015,W,2122,1.92,"$165,000","$190,000"
Gastón Fernández,POR,2014,W,1748,1.92,"$150,000","$150,000"
Kelyn Rowe,NER,2018,W,1759,1.92,"$193,000","$258,000"
Robin Jansson,ORL,2019,CB,2665,1.92,"$261,000","$289,800"
Raymon Gaddis,PHI,2017,FB,2193,1.91,"$165,000","$167,500"
Patrick Mullins,NYC,2015,ST,1135,1.91,"$80,000","$110,000"
Bobby Boswell,DCU,2016,CB,2839,1.91,"$260,000","$260,000"
Jermaine Taylor,HOU,2013,CB,2298,1.9,"$160,000","$169,500"
Steven Gerrard,LAG,2016,DM,1600,1.9,"$6,000,000","$6,132,500"
Jay Chapman,TOR,2018,W,1089,1.9,"$99,000","$117,500"
Víctor Bernárdez,SJE,2017,CB,2377,1.9,"$225,000","$266,600"
Russell Canouse,DCU,2018,DM,1684,1.9,"$247,500","$247,500"
DaMarcus Beasley,HOU,2014,FB,886,1.9,"$750,000","$779,167"
Sean Franklin,DCU,2016,FB,2682,1.89,"$225,000","$256,667"
Zarek Valentin,POR,2018,FB,2996,1.89,"$130,000","$130,000"
Leo Fernandes,PHI,2014,W,763,1.89,"$48,500","$48,500"
Razvan Cocis,CHI,2015,CM,2153,1.89,"$220,000","$226,667"
Alex Muyl,NYRB,2017,W,2124,1.88,"$65,625","$69,625"
Vytautas Andriuskevicius,POR,2017,FB,1940,1.88,"$222,500","$244,375"
Darren Mattocks,POR,2017,ST,1206,1.88,"$300,000","$316,667"
Bernardo Añor,CLB,2013,W,1781,1.88,"$46,500","$46,500"
Jeremy Ebobisse,POR,2018,ST,501,1.88,"$140,000","$203,000"
Marlon Hairston,COL,2018,FB,1212,1.88,"$144,996","$144,996"
Justin Meram,CLB,2013,W,869,1.87,"$56,320","$80,695"
Adailton,CHI,2015,CB,1616,1.87,"$200,000","$244,500"
Vincent Nogueira,PHI,2015,DM,2140,1.87,"$330,000","$330,000"
Jonathan Osorio,TOR,2016,CM,2616,1.87,"$166,750","$174,571"
Joao Meira,CHI,2016,CB,2456,1.87,"$110,000","$126,500"
Gonzalo Verón,NYRB,2015,W,383,1.87,"$200,004","$200,004"
Chris Pontius,LAG,2019,W,809,1.86,"$190,000","$190,000"
Mohammed Saeid,CLB,2016,DM,2145,1.86,"$110,000","$120,000"
Frédéric Brillant,DCU,2018,CB,2385,1.86,"$265,000","$300,000"
Lee Nguyen,LAFC,2019,CM,1326,1.86,"$525,000","$530,000"
Steven Birnbaum,DCU,2017,CB,2417,1.85,"$474,996","$499,996"
Brad Davis,HOU,2015,W,2790,1.85,"$400,000","$445,500"
Chris McCann,ATL,2018,FB,1988,1.85,"$560,000","$588,000"
Kai Wagner,PHI,2019,FB,2954,1.85,"$318,000","$360,150"
Dairon Asprilla,POR,2017,W,1528,1.84,"$138,000","$138,000"
Chris Mueller,ORL,2019,W,1543,1.84,"$95,625","$109,375"
Lloyd Sam,NYRB,2013,W,918,1.84,"$130,000","$130,000"
Jordan Harvey,LAFC,2019,FB,2566,1.84,"$165,000","$165,000"
Jonathan Lewis,"COL, NYC",2019,W,1238,1.84,"$100,000","$137,500"
Mauro Díaz,FCD,2018,AM,874,1.84,,
Bressan,FCD,2019,FB,1264,1.83,"$485,300","$521,931"
Darwin Cerén,HOU,2018,DM,2070,1.83,"$225,000","$274,375"
Aaron Schoenfeld,CLB,2014,ST,819,1.83,"$48,825","$48,825"
Kekuta Manneh,CIN,2019,W,1660,1.83,"$375,000","$391,667"
Scott Caldwell,NER,2019,CM,1192,1.83,"$142,313","$153,209"
Alex Muyl,NYRB,2016,W,1770,1.83,"$62,500","$66,500"
Franco Escobar,ATL,2019,FB,2201,1.83,"$300,000","$300,000"
Tesho Akindele,FCD,2016,ST,1667,1.82,"$80,000","$97,500"
Andrew Farrell,NER,2016,FB,3136,1.82,"$148,500","$229,500"
Walker Zimmerman,FCD,2016,CB,2927,1.82,"$174,000","$174,000"
Jair Benitez,FCD,2014,FB,1869,1.82,"$97,875","$97,875"
Graham Zusi,SKC,2017,FB,2291,1.82,"$725,000","$757,102"
Nicolás Mezquida,VAN,2018,ST,1101,1.81,"$130,000","$130,000"
Alex Muyl,NYRB,2018,W,1452,1.81,"$110,000","$114,000"
Leonardo González,SEA,2014,FB,1989,1.81,"$150,000","$150,000"
Andy Dorman,NER,2014,DM,1325,1.81,"$135,000","$135,000"
Paulo Nagamura,SKC,2014,CM,1868,1.8,"$220,000","$220,000"
Donny Toia,CHV,2014,FB,2424,1.8,"$36,500","$36,500"
Alex,CHI,2013,CM,1759,1.8,"$110,000","$119,950"
Nathan Sturgis,HOU,2015,CM,1393,1.8,"$71,250","$75,375"
Johan Venegas,MTL,2015,W,804,1.8,"$120,000","$132,500"
Gustav Svensson,SEA,2018,DM,2265,1.8,"$350,000","$367,500"
Brad Evans,SEA,2014,W,2052,1.8,"$267,665","$293,666"
Kemar Lawrence,NYRB,2017,FB,2254,1.79,"$100,000","$205,600"
Matt Polster,CHI,2016,DM,2260,1.79,"$84,000","$99,000"
Wandrille Lefevre,MTL,2014,CB,1322,1.79,"$48,500","$48,500"
Bacary Sagna,MTL,2018,FB,877,1.79,"$480,000","$525,000"
Xavier Arreaga,SEA,2019,CB,1239,1.79,"$393,600","$500,850"
Omir Fernandez,NYRB,2019,W,682,1.79,"$80,000","$95,000"
Gustav Svensson,SEA,2017,CB,2832,1.79,"$170,000","$170,000"
Yangel Herrera,NYC,2017,CM,1335,1.79,"$123,557","$123,557"
Lee Nguyen,LAFC,2018,CM,2013,1.78,"$500,000","$500,000"
Giovani dos Santos,LAG,2015,ST,847,1.78,"$4,000,008","$5,750,008"
Abdoulie Mansally,RSL,2013,FB,853,1.78,"$50,000","$57,000"
Andy Rose,SEA,2015,W,1744,1.77,"$60,000","$60,000"
Chris Durkin,DCU,2018,DM,1664,1.77,"$80,000","$89,167"
Soony Saad,SKC,2014,W,1022,1.77,"$51,150","$51,150"
Júnior Moreno,DCU,2018,DM,1685,1.77,"$120,000","$139,500"
Victor Ulloa,FCD,2014,CM,2583,1.77,"$36,504","$36,504"
Tony Tchani,CLB,2013,CM,1446,1.77,"$130,000","$155,000"
Grant Ward,CHI,2014,W,1151,1.76,"$48,500","$48,500"
Juan Manuel Martínez,RSL,2015,W,696,1.76,"$710,000","$1,108,667"
Nicolás Mezquida,VAN,2015,W,1003,1.76,"$80,000","$80,000"
Will Johnson,POR,2014,DM,2734,1.76,"$300,000","$325,000"
Kaká,ORL,2017,W,1707,1.75,"$6,660,000","$7,167,500"
Zach Loyd,FCD,2013,FB,2315,1.75,"$92,373","$136,998"
Dilly Duka,MTL,2015,W,1914,1.75,"$175,000","$200,000"
Matteo Mancosu,MTL,2018,ST,1199,1.75,"$700,000","$719,542"
Lassi Lappalainen,MTL,2019,W,750,1.75,"$302,574","$302,574"
Nouhou Tolo,SEA,2017,FB,1151,1.74,"$53,000","$53,000"
Favio Álvarez,LAG,2019,AM,1344,1.74,"$525,000","$586,250"
Jack McInerney,PHI,2013,ST,2356,1.74,"$125,500","$189,667"
Eriq Zavaleta,TOR,2017,CB,2535,1.74,"$102,850","$133,450"
Giles Barnes,ORL,2017,AM,2333,1.74,"$725,000","$781,250"
Lalas Abubakar,CLB,2017,CB,575,1.74,"$65,000","$72,500"
Dave Romney,LAG,2018,CB,2558,1.74,"$74,419","$74,419"
Jermaine Taylor,HOU,2014,CB,2177,1.73,"$185,000","$194,500"
Luis Silva,RSL,2018,ST,920,1.73,"$225,000","$233,667"
Jorge Villafaña,POR,2019,FB,2141,1.73,"$600,000","$617,500"
Gonzalo Segares,CHI,2013,FB,3075,1.73,"$155,000","$168,333"
Darel Russell,TOR,2013,CM,1028,1.73,"$100,000","$109,875"
Everton Luiz,RSL,2019,DM,2311,1.73,"$1,000,000","$1,100,000"
Andy Rose,VAN,2019,CB,2050,1.72,"$192,500","$192,500"
Alan Gordon,COL,2017,ST,954,1.72,"$180,000","$180,000"
Liam Ridgewell,POR,2018,CB,1182,1.72,"$700,000","$700,000"
Scott Caldwell,NER,2018,DM,1633,1.72,"$129,375","$139,375"
Daniel Lovitz,MTL,2019,FB,2764,1.72,"$97,453","$97,453"
Chris Klute,COL,2014,FB,2301,1.72,"$75,000","$80,144"
Nigel Reo-Coker,MTL,2015,DM,2042,1.72,"$275,000","$275,000"
Will Johnson,ORL,2019,CM,1854,1.72,"$455,004","$491,004"
Victor Ulloa,CIN,2019,DM,2140,1.72,"$210,000","$212,500"
Frédéric Brillant,NYC,2017,CB,1663,1.72,"$280,000","$319,667"
Jermaine Taylor,POR,2016,CB,2009,1.71,"$150,000","$150,000"
Marco Delgado,TOR,2017,CM,2205,1.71,"$210,000","$210,000"
Kellyn Acosta,FCD,2016,DM,2525,1.71,"$220,000","$240,000"
Aaron Long,NYRB,2019,CB,2343,1.71,"$770,000","$800,000"
Andy Polo,POR,2019,W,1192,1.71,"$150,000","$150,000"
Emmanuel Boateng,LAG,2018,W,1334,1.71,"$130,000","$130,000"
Matteo Ferrari,MTL,2014,CB,2320,1.7,"$300,000","$355,475"
Erik Friberg,SEA,2015,CM,1016,1.7,"$180,000","$202,500"
Kyle Duncan,NYRB,2019,FB,1194,1.7,"$70,250","$70,250"
Luis Silva,DCU,2014,ST,1614,1.7,"$99,440","$134,440"
Adam Jahn,"CLB, SJE",2016,ST,688,1.69,"$67,500","$67,500"
London Woodberry,NER,2015,FB,1619,1.69,"$60,000","$60,000"
Lewis Neal,ORL,2015,W,1612,1.69,"$112,500","$119,103"
Sam Nicholson,"MIN, COL",2018,W,2239,1.69,"$265,008","$311,456"
Ricardo Clark,HOU,2017,CM,2437,1.69,"$335,160","$372,660"
Giles Barnes,"VAN, HOU",2016,W,1940,1.68,"$700,000","$756,250"
Ignacio Piatti,MTL,2014,AM,478,1.68,"$387,500","$387,500"
Marc Burch,SEA,2013,W,1273,1.68,"$75,000","$75,000"
Reggie Cannon,FCD,2019,FB,2527,1.68,"$80,250","$80,250"
Romario Williams,ATL,2018,ST,316,1.68,"$71,500","$71,500"
Mathieu Deplagne,CIN,2019,FB,3158,1.68,"$240,000","$254,400"
Ike Opara,SKC,2016,CB,1701,1.68,"$125,000","$131,250"
Jake Nerwinski,VAN,2017,FB,1829,1.68,"$65,004","$65,004"
Waylon Francis,CLB,2015,FB,2577,1.68,"$144,000","$170,167"
Lalas Abubakar,CLB,2018,CB,1933,1.68,"$68,250","$75,750"
Steven Birnbaum,DCU,2014,CB,2044,1.67,"$55,000","$85,000"
Jairo Arrieta,DCU,2015,ST,1384,1.67,"$150,000","$165,000"
Michael Harrington,POR,2014,FB,1892,1.67,"$125,000","$125,000"
Shane O'Neill,COL,2014,CB,2036,1.67,"$56,250","$67,750"
Luis Felipe,SJE,2018,CM,1062,1.67,"$67,500","$68,500"
Zarek Valentin,POR,2016,FB,1741,1.67,"$90,000","$90,000"
Richie Marquez,PHI,2015,CB,1986,1.66,"$60,000","$60,000"
Javier Morales,FCD,2017,DM,826,1.66,"$300,000","$315,000"
Pedro Ribeiro,ORL,2015,ST,804,1.66,"$60,000","$60,000"
Dave Romney,LAG,2019,FB,1008,1.66,"$102,000","$118,950"
Adolfo Machado,HOU,2018,FB,1889,1.65,"$220,008","$236,508"
Shkëlzen Gashi,COL,2016,W,2233,1.65,"$1,575,000","$1,668,750"
Gyasi Zardes,LAG,2017,ST,2150,1.65,"$577,500","$577,500"
Kennedy Igboananike,"CHI, DCU",2016,ST,1895,1.65,"$800,000","$901,667"
Marc Burch,COL,2014,FB,2038,1.65,"$85,000","$85,000"
Corey Ashe,CLB,2016,FB,1304,1.64,"$95,000","$105,500"
Marco Pappa,SEA,2015,W,1549,1.64,"$75,000","$75,000"
Will Johnson,TOR,2016,CM,1795,1.64,"$375,000","$395,333"
Richie Marquez,PHI,2016,CB,3211,1.64,"$63,000","$69,400"
Andrew Jacobson,VAN,2016,DM,1914,1.64,"$62,500","$87,500"
Andrés Imperiale,SJE,2017,CB,1198,1.64,"$105,000","$107,500"
Benji Michel,ORL,2019,W,1074,1.64,"$85,000","$116,250"
Carlos Rivas,ORL,2015,W,1524,1.64,"$60,000","$60,000"
Fabinho,PHI,2014,FB,1759,1.63,"$96,000","$100,500"
Tommy McNamara,HOU,2019,W,1739,1.63,"$165,000","$165,000"
Agustín Pelletieri,CHV,2014,CM,1806,1.63,"$90,000","$90,000"
Oriol Rosell,ORL,2019,DM,1638,1.63,"$522,500","$522,500"
Raheem Edwards,TOR,2017,FB,1161,1.63,"$53,004","$53,004"
Nick Lima,SJE,2019,FB,2009,1.63,"$200,000","$218,438"
Fanendo Adi,CIN,2019,ST,781,1.63,"$1,360,008","$1,965,008"
Corey Ashe,HOU,2013,FB,2796,1.63,"$101,250","$105,750"
Emmanuel Boateng,"LAG, DCU",2019,W,1070,1.63,"$185,000","$185,000"
Hendry Thomas,COL,2013,DM,2485,1.62,"$180,000","$200,000"
Carlos Alvarez,"COL, CHV",2014,W,1380,1.62,"$73,150","$108,150"
Anthony Blondell,VAN,2018,ST,742,1.62,"$250,000","$295,203"
Graham Zusi,SKC,2015,W,2125,1.62,"$650,000","$682,102"
Brandon Servania,FCD,2019,DM,1252,1.62,"$160,000","$211,000"
Calum Mallace,MTL,2014,DM,1251,1.62,"$50,848","$65,848"
Dejan Jakovic,LAFC,2018,CB,1251,1.62,"$150,000","$150,000"
Chris Mavinga,TOR,2018,CB,1004,1.62,"$500,000","$563,333"
Luis Díaz,CLB,2019,W,887,1.62,"$300,000","$333,900"
Eriq Zavaleta,TOR,2015,CB,1174,1.62,"$85,000","$115,600"
Jake Nerwinski,VAN,2018,FB,2454,1.61,"$67,500","$71,625"
Hassani Dotson,MIN,2019,FB,1581,1.61,"$56,250","$56,250"
Tommy McNamara,NYC,2016,W,2349,1.61,"$73,500","$85,000"
Emmanuel Ledesma,CIN,2019,W,1947,1.61,"$250,000","$280,833"
Erick Torres,CHV,2013,ST,1453,1.6,"$129,996","$129,996"
Gershon Koffie,VAN,2013,CM,2071,1.6,"$165,000","$176,000"
Nicolas Benezet,TOR,2019,W,475,1.6,"$600,000","$600,000"
Harry Shipp,SEA,2018,W,1311,1.6,"$175,000","$175,000"
RJ Allen,NYC,2015,FB,1140,1.6,"$60,000","$60,000"
Jack McBean,LAG,2013,ST,621,1.59,"$80,000","$101,000"
Román Torres,SEA,2018,CB,772,1.59,"$575,000","$645,000"
Cristhian Paredes,POR,2018,CM,1526,1.59,"$252,000","$283,500"
Kelvin Leerdam,SEA,2017,FB,1391,1.59,"$380,640","$455,640"
Fernando Aristeguieta,PHI,2015,ST,1360,1.58,"$350,004","$350,004"
Brek Shea,ORL,2016,FB,2192,1.58,"$550,000","$595,000"
Anthony Jackson-Hamel,MTL,2019,ST,689,1.58,"$160,000","$175,000"
Kevin Molino,ORL,2015,W,650,1.58,"$100,000","$111,400"
Héctor Jiménez,CLB,2019,FB,1764,1.58,"$200,000","$200,000"
Pa Modou Kah,POR,2013,CB,1861,1.58,"$64,000","$69,000"
Gabriel Farfán,"CHV, PHI",2013,CM,1246,1.58,"$50,820","$50,820"
Doneil Henry,TOR,2014,CB,1953,1.58,"$75,000","$87,083"
Jack Jewsbury,POR,2014,FB,1544,1.58,"$115,000","$132,500"
Chase Gasper,MIN,2019,FB,1427,1.58,"$56,250","$56,250"
Walker Zimmerman,LAFC,2018,CB,2551,1.57,"$235,000","$235,000"
Luke Boden,ORL,2016,FB,1740,1.57,"$82,500","$82,500"
Doneil Henry,VAN,2019,CB,2325,1.57,"$190,008","$204,242"
Chris Tierney,NER,2016,FB,2497,1.57,"$125,000","$133,333"
Michael Stephens,CHI,2015,CM,1417,1.57,"$95,000","$105,000"
Perry Kitchen,LAG,2018,DM,2540,1.56,"$450,000","$474,167"
Giovani dos Santos,LAG,2017,ST,2365,1.56,"$3,750,000","$5,500,000"
Pa Modou Kah,POR,2014,CB,1896,1.56,"$240,000","$245,000"
Emerson Hyndman,ATL,2019,CM,1088,1.56,"$360,000","$360,000"
Krisztián Németh,"SKC, NER",2018,ST,976,1.56,"$900,000","$1,007,667"
Mauro Rosales,VAN,2015,AM,1614,1.56,"$215,000","$265,000"
Gustavo Bou,NER,2019,ST,1269,1.56,"$2,100,000","$2,100,000"
Víctor Cabrera,MTL,2018,CB,1017,1.56,"$270,000","$270,000"
Carlos Alvarez,CHV,2013,DM,2332,1.56,"$46,500","$81,500"
Atiba Harris,FCD,2015,FB,2005,1.56,"$130,000","$130,000"
Rodrigo Ramos,CHI,2016,FB,1611,1.56,"$80,000","$84,000"
Harrison Afful,CLB,2015,FB,812,1.56,"$150,000","$150,000"
Ronald Matarrita,NYC,2017,FB,753,1.55,"$175,000","$200,000"
Bojan Krkić,MTL,2019,AM,653,1.55,"$1,232,877","$1,532,449"
Hassoun Camara,MTL,2015,CB,524,1.55,"$235,000","$246,625"
Nat Borchers,POR,2015,CB,3001,1.55,"$235,000","$245,000"
Gary Mackay-Steven,NYC,2019,W,600,1.55,"$260,000","$274,833"
Nick Hagglund,TOR,2015,CB,864,1.55,"$60,000","$60,000"
Kevin Ellis,SKC,2016,CB,1037,1.55,"$72,000","$75,150"
Darren O'Dea,TOR,2013,CB,1669,1.55,,
Ebenezer Ofori,NYC,2018,CM,2053,1.55,"$325,000","$381,250"
Yangel Herrera,NYC,2018,CM,1214,1.55,"$200,000","$200,000"
Michael Stephens,CHI,2016,CM,1034,1.55,"$105,000","$115,000"
Rafael Ramos,ORL,2015,FB,2157,1.55,"$50,000","$50,000"
Víctor Cabrera,MTL,2015,CB,1869,1.54,"$60,000","$60,000"
Je-Vaughn Watson,FCD,2013,DM,1504,1.54,"$100,000","$116,875"
Hassoun Camara,MTL,2014,FB,2556,1.54,"$215,000","$226,625"
Cristian Fernández,DCU,2014,FB,1456,1.54,,
Carlos Bocanegra,CHV,2014,CB,1760,1.54,"$300,000","$333,333"
Christian Bolaños,VAN,2016,W,2294,1.54,"$250,000","$253,500"
Michael Boxall,MIN,2018,CB,3182,1.54,"$250,008","$267,341"
Tony Beltran,RSL,2015,FB,2998,1.53,"$195,000","$205,950"
Sam Cronin,COL,2016,DM,3136,1.53,"$225,000","$227,500"
Aurélien Collin,"ORL, NYRB",2016,CB,2262,1.53,"$500,000","$525,000"
Nicolás Mezquida,VAN,2016,AM,1521,1.53,"$88,000","$88,000"
Luis Silva,"RSL, DCU",2015,W,972,1.52,"$131,384","$162,634"
Jared Watts,COL,2016,CB,1784,1.52,"$68,000","$68,000"
Chris Rolfe,DCU,2016,ST,668,1.52,"$257,500","$272,500"
Teal Bunbury,NER,2015,W,1939,1.52,"$195,000","$240,000"
Steven Caldwell,TOR,2014,CB,1920,1.52,"$325,000","$364,167"
Futty Danso,POR,2013,CB,1466,1.52,"$83,000","$83,000"
C.J. Sapong,SKC,2013,W,1709,1.52,"$75,000","$92,000"
Andy Dorman,NER,2015,DM,1221,1.52,"$145,000","$145,000"
Kevin Alston,ORL,2016,FB,2174,1.51,"$130,000","$130,000"
Laurent Ciman,LAFC,2018,CB,2181,1.51,,
Jeff Larentowicz,ATL,2018,DM,3024,1.51,"$210,000","$210,000"
Kevin Ellis,SKC,2014,CB,1692,1.51,"$48,825","$49,575"
Raymon Gaddis,PHI,2019,FB,3247,1.51,"$190,000","$190,000"
Ben Sweat,NYC,2017,FB,2348,1.51,"$65,004","$65,004"
Egidio Arévalo Ríos,CHI,2013,CM,839,1.51,"$768,000","$768,000"
A.J. DeLaGarza,LAG,2013,CB,2567,1.51,"$120,000","$142,500"
Jorge Villafaña,CHV,2013,FB,1537,1.51,"$69,300","$70,967"
Jalil Anibaba,NER,2019,CB,1949,1.51,"$101,250","$101,250"
Antoine Hoppenot,PHI,2013,ST,923,1.51,"$48,400","$48,400"
Ashley Cole,LAG,2018,FB,2913,1.5,"$450,000","$722,500"
Nedum Onuoha,RSL,2019,CB,2555,1.5,"$450,000","$504,000"
Harold Cummings,SJE,2019,CB,1523,1.5,"$270,000","$320,667"
Nathan Sturgis,"COL, CHV",2014,CM,1317,1.5,"$114,000","$120,333"
Luis Garrido,HOU,2014,CM,978,1.5,"$150,000","$150,000"
Álvaro Rey,TOR,2013,W,828,1.5,"$180,000","$204,450"
Jukka Raitala,MTL,2019,CB,2296,1.49,"$250,000","$290,500"
Doneil Henry,VAN,2018,CB,1391,1.49,"$140,004","$154,238"
Josué Colmán,ORL,2018,W,1192,1.49,"$150,000","$150,000"
Justin Morrow,TOR,2018,FB,1934,1.49,"$300,000","$300,000"
José Adolfo Valencia,POR,2013,ST,742,1.49,"$50,000","$65,000"
Sebastián Saucedo,RSL,2017,W,667,1.49,"$90,000","$100,500"
Sebastian Lletget,LAG,2018,AM,2042,1.49,"$240,000","$252,667"
Carlos Gruezo,FCD,2017,DM,2820,1.49,"$495,000","$731,500"
Adam Lundkvist,HOU,2019,FB,2642,1.49,"$275,000","$303,750"
Frédéric Piquionne,POR,2013,ST,892,1.48,"$142,000","$150,000"
Andreas Ivanschitz,SEA,2016,W,2004,1.48,"$250,000","$271,250"
David Texeira,FCD,2014,ST,905,1.48,"$338,000","$338,000"
Justen Glad,RSL,2016,CB,2629,1.48,"$100,000","$111,000"
David Accam,"PHI, CLB",2019,W,1136,1.48,"$1,010,004","$1,137,920"
Chris Wingert,RSL,2013,FB,1882,1.48,"$160,598","$167,598"
Mario de Luna,CHV,2013,CB,2834,1.48,"$120,000","$120,000"
Michaell Chirinos,VAN,2019,W,443,1.48,"$360,000","$396,875"
Bobby Burling,CHV,2013,CB,1815,1.48,"$85,000","$88,333"
Nick DeLeon,DCU,2018,FB,1165,1.48,"$275,000","$275,000"
Darren Mattocks,VAN,2015,W,958,1.48,"$180,000","$272,000"
Issey Nakajima-Farran,"MTL, TOR",2014,W,874,1.47,"$90,000","$110,000"
Fredy Montero,VAN,2019,ST,2294,1.47,"$768,000","$968,000"
Kofi Opare,DCU,2015,CB,1747,1.47,"$60,000","$60,000"
Alan Gordon,CHI,2018,ST,956,1.47,"$150,000","$155,000"
Nick LaBrocca,COL,2013,W,1314,1.47,"$120,000","$138,333"
Kei Kamara,SKC,2013,W,1146,1.47,,
Dwayne De Rosario,TOR,2014,ST,604,1.47,"$137,000","$173,000"
Jay Chapman,TOR,2016,CM,864,1.47,"$75,000","$93,500"
Bradley Wright-Phillips,NYRB,2013,ST,367,1.47,"$50,000","$92,500"
Darwin Cerén,SJE,2017,CM,1757,1.46,"$200,000","$249,375"
Je-Vaughn Watson,NER,2016,FB,1857,1.46,"$110,004","$115,671"
Johnny Leverón,VAN,2014,CB,1507,1.46,"$80,000","$91,188"
Kalif Alhassan,POR,2013,W,1457,1.46,"$80,000","$89,250"
Ryan Hollingshead,FCD,2017,FB,919,1.46,"$132,500","$132,500"
Aaron Maund,RSL,2016,CB,1900,1.46,"$85,000","$88,450"
Seth Sinovic,SKC,2018,FB,1801,1.46,"$150,000","$157,667"
Eddie Gaven,CLB,2013,W,973,1.46,"$190,000","$195,000"
Damien Perquis,TOR,2015,CB,2210,1.45,"$323,000","$372,500"
Oniel Fisher,DCU,2018,FB,2021,1.45,"$68,906","$68,906"
Kellyn Acosta,COL,2019,DM,2872,1.45,"$550,000","$665,000"
Jason Johnson,HOU,2013,W,495,1.45,"$70,000","$111,000"
Luis Martins,SKC,2019,FB,915,1.45,"$240,000","$240,000"
Roger Espinoza,SKC,2019,CM,1234,1.45,"$800,000","$800,000"
Liam Ridgewell,POR,2016,CB,2151,1.45,"$1,100,000","$1,140,000"
Cedrick Mabwati,CLB,2016,W,670,1.44,"$235,000","$263,350"
Stephen McCarthy,NER,2013,CB,1700,1.44,"$87,120","$118,370"
Daniel Steres,LAG,2016,CB,2886,1.44,"$62,500","$65,086"
Gastón Sauro,CLB,2019,CB,1413,1.44,,
Ismael Tajouri-Shradi,NYC,2019,W,1044,1.44,"$350,000","$380,500"
Tony Lochhead,CHV,2014,FB,1834,1.44,"$125,000","$125,000"
Carlos Ascues,ORL,2019,CM,1233,1.44,"$420,000","$451,500"
Rob Friend,LAG,2014,ST,421,1.44,"$85,000","$91,000"
Alphonso Davies,VAN,2017,W,1182,1.44,"$65,000","$65,000"
A.J. DeLaGarza,HOU,2017,FB,2852,1.43,"$250,000","$252,500"
Alan Gordon,LAG,2015,ST,1121,1.43,"$175,000","$175,000"
Bernardo Añor,CLB,2014,W,1810,1.43,"$48,825","$48,825"
Chris Wingert,RSL,2016,FB,1623,1.43,"$235,000","$235,000"
Ashtone Morgan,TOR,2013,FB,1946,1.43,"$60,000","$72,000"
Danilo Silva,LAFC,2018,CB,791,1.43,"$70,000","$70,000"
Seb Hines,ORL,2016,CB,2289,1.43,"$150,000","$151,250"
