"","Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"","Cole Seiler","VAN","2017","D","$54,075","$54,075","2017-09-15"
"","Femi Hollinger-Janzen","NER","2017","F","$54,075","$54,075","2017-09-15"
"","Aarón Guillén","FCD","2017","D","$54,075","$54,075","2017-09-15"
"","Shannon Gomez","NYC","2017","D","$54,075","$54,075","2017-09-15"
"","Dennis Castillo","COL","2017","D","$54,075","$54,075","2017-09-15"
"","David Choinière","MTL","2017","M","$54,075","$54,075","2017-09-15"
"","Jared Jeffrey","DCU","2013","M","$54,000","$60,200","2013-08-01"
"","Jared Jeffrey","DCU","2013","M","$54,000","$60,200","2013-09-15"
"","Miller Bolaños","CHV","2013","M","$54,000","$54,000","2013-05-01"
"","Taylor Peay","POR","2016","D","$53,472","$53,472","2016-09-15"
"","Dominique Badji","COL","2016","F","$53,472","$53,472","2016-09-15"
"","Connor Brandt","NYC","2016","M","$53,472","$53,472","2016-09-15"
"","Taylor Peay","POR","2016","D","$53,472","$53,472","2016-05-15"
"","Dominique Badji","COL","2016","F","$53,472","$53,472","2016-05-15"
"","Connor Brandt","NYC","2016","M","$53,472","$53,472","2016-05-15"
"","Patrick Doody","CHI","2016","D","$53,471","$53,471","2016-09-15"
"","Patrick Doody","CHI","2016","D","$53,471","$53,471","2016-05-15"
"","Kwame Watson-Siriboe","RSL","2013","D","$53,240","$53,240","2013-08-01"
"","Kwame Watson-Siriboe","RSL","2013","D","$53,240","$53,240","2013-09-15"
"","Kwame Watson-Siriboe","RSL","2013","D","$53,240","$53,240","2013-05-01"
"","José Leitón","MIN","2017","F","$53,004","$68,504","2017-09-15"
"","Bill Tuiloma","POR","2017","D","$53,004","$64,254","2017-09-15"
"","Anthony Fontana","PHI","2017","M","$53,004","$61,422","2017-09-15"
"","Rennico Clarke","POR","2017","D","$53,004","$58,004","2017-04-15"
"","Rennico Clarke","POR","2017","D","$53,004","$58,004","2017-09-15"
"","José Hernández","RSL","2017","M","$53,004","$56,379","2017-04-15"
"","José Hernández","RSL","2017","M","$53,004","$56,379","2017-09-15"
"","Gianluca Busio","SKC","2017","F","$53,004","$55,504","2017-09-15"
"","Nathan Smith","LAG","2017","D","$53,004","$55,500","2017-09-15"
"","Ricardo Pérez","COL","2017","M","$53,004","$54,254","2017-04-15"
"","Ricardo Pérez","COL","2017","M","$53,004","$54,254","2017-09-15"
"","Memo Rodríguez","HOU","2017","M","$53,004","$53,004","2017-04-15"
"","Cameron Iwasa","SKC","2017","F","$53,004","$53,004","2017-04-15"
"","Taylor Hunter","HOU","2017","D","$53,004","$53,004","2017-04-15"
"","Kyle Fisher","MTL","2017","D","$53,004","$53,004","2017-04-15"
"","Devron García","ORL","2017","M","$53,004","$53,004","2017-04-15"
"","Raheem Edwards","TOR","2017","F","$53,004","$53,004","2017-04-15"
"","Zach Mathers","SEA","2017","M","$53,004","$53,004","2017-04-15"
"","José Escalante","HOU","2017","M","$53,004","$53,004","2017-04-15"
"","Anton Walkes","ATL","2017","D","$53,004","$53,004","2017-04-15"
"","Hassan Ndam","NYRB","2017","D","$53,004","$53,004","2017-04-15"
"","Thomas de Villardi","MIN","2017","D","$53,004","$53,004","2017-04-15"
"","Aaron Jones","PHI","2017","D","$53,004","$53,004","2017-04-15"
"","Connor Maloney","CLB","2017","D","$53,004","$53,004","2017-04-15"
"","Nathan Smith","LAG","2017","D","$53,004","$53,004","2017-04-15"
"","Jaime Villarreal","LAG","2017","M","$53,004","$53,004","2017-04-15"
"","Justin Schmidt","RSL","2017","D","$53,004","$53,004","2017-04-15"
"","Joshua Smith","NER","2017","D","$53,004","$53,004","2017-04-15"
"","Henry Wingo","SEA","2017","D","$53,004","$53,004","2017-04-15"
"","Dan Metzger","NYRB","2017","M","$53,004","$53,004","2017-04-15"
"","Jack Elliott","PHI","2017","D","$53,004","$53,004","2017-04-15"
"","Jordy Delem","SEA","2017","M","$53,004","$53,004","2017-04-15"
"","Pierre Da Silva","ORL","2017","M","$53,004","$53,004","2017-04-15"
"","Brooks Lennon","RSL","2017","F","$53,004","$53,004","2017-04-15"
"","Joseph Holland","HOU","2017","M","$53,004","$53,004","2017-04-15"
"","Seyi Adekoya","SEA","2017","F","$53,004","$53,004","2017-04-15"
"","Reagan Dunk","RSL","2017","D","$53,004","$53,004","2017-04-15"
"","Marcus Epps","PHI","2017","M","$53,004","$53,004","2017-04-15"
"","Øyvind Alseth","TOR","2017","M","$53,004","$53,004","2017-04-15"
"","Kwame Awuah","NYC","2017","D","$53,004","$53,004","2017-04-15"
"","Monday Etim","LAFC","2017","M","$53,004","$53,004","2017-04-15"
"","Walker Hume","FCD","2017","D","$53,004","$53,004","2017-04-15"
"","Lindo Mfeka","SJE","2017","M","$53,004","$53,004","2017-04-15"
"","Colton Storm","SKC","2017","D","$53,004","$53,004","2017-04-15"
"","Arun Basuljevic","NYRB","2017","M","$53,004","$53,004","2017-04-15"
"","Andrew Wheeler-Omiunu","ATL","2017","M","$53,004","$53,004","2017-04-15"
"","Charlie Ward","HOU","2017","M","$53,004","$53,004","2017-09-15"
"","Léo Pereira","ORL","2017","D","$53,004","$53,004","2017-09-15"
"","Memo Rodríguez","HOU","2017","M","$53,004","$53,004","2017-09-15"
"","Taylor Hunter","HOU","2017","D","$53,004","$53,004","2017-09-15"
"","Kyle Fisher","MTL","2017","D","$53,004","$53,004","2017-09-15"
"","Devron García","ORL","2017","M","$53,004","$53,004","2017-09-15"
"","Raheem Edwards","TOR","2017","F","$53,004","$53,004","2017-09-15"
"","Zach Mathers","SEA","2017","M","$53,004","$53,004","2017-09-15"
"","José Escalante","HOU","2017","M","$53,004","$53,004","2017-09-15"
"","Amer Didic","SKC","2017","D","$53,004","$53,004","2017-09-15"
"","Anton Walkes","ATL","2017","D","$53,004","$53,004","2017-09-15"
"","Hassan Ndam","NYRB","2017","D","$53,004","$53,004","2017-09-15"
"","Thomas de Villardi","MIN","2017","D","$53,004","$53,004","2017-09-15"
"","Aaron Jones","PHI","2017","D","$53,004","$53,004","2017-09-15"
"","Connor Maloney","CLB","2017","D","$53,004","$53,004","2017-09-15"
"","Jaime Villarreal","LAG","2017","M","$53,004","$53,004","2017-09-15"
"","Justin Schmidt","RSL","2017","D","$53,004","$53,004","2017-09-15"
"","Henry Wingo","SEA","2017","D","$53,004","$53,004","2017-09-15"
"","Dan Metzger","NYRB","2017","M","$53,004","$53,004","2017-09-15"
"","Jack Elliott","PHI","2017","D","$53,004","$53,004","2017-09-15"
"","Jordy Delem","SEA","2017","M","$53,004","$53,004","2017-09-15"
"","Pierre Da Silva","ORL","2017","M","$53,004","$53,004","2017-09-15"
"","Brooks Lennon","RSL","2017","F","$53,004","$53,004","2017-09-15"
"","Joseph Holland","HOU","2017","M","$53,004","$53,004","2017-09-15"
"","Seyi Adekoya","SEA","2017","F","$53,004","$53,004","2017-09-15"
"","Reagan Dunk","RSL","2017","D","$53,004","$53,004","2017-09-15"
"","Marcus Epps","PHI","2017","M","$53,004","$53,004","2017-09-15"
"","Øyvind Alseth","TOR","2017","M","$53,004","$53,004","2017-09-15"
"","Kwame Awuah","NYC","2017","D","$53,004","$53,004","2017-09-15"
"","Monday Etim","LAFC","2017","M","$53,004","$53,004","2017-09-15"
"","Walker Hume","FCD","2017","D","$53,004","$53,004","2017-09-15"
"","Lindo Mfeka","SJE","2017","M","$53,004","$53,004","2017-09-15"
"","Colton Storm","SKC","2017","D","$53,004","$53,004","2017-09-15"
"","Arun Basuljevic","NYRB","2017","M","$53,004","$53,004","2017-09-15"
"","Andrew Wheeler-Omiunu","ATL","2017","M","$53,004","$53,004","2017-09-15"
"","Vincent Bezecourt","NYRB","2017","M","$53,004","$53,004","2017-09-15"
"","James Sands","NYC","2017","D","$53,000","$73,833","2017-09-15"
"","Bruno Miranda","DCU","2017","F","$53,000","$57,476","2017-09-15"
"","Reggie Cannon","FCD","2017","D","$53,000","$53,000","2017-04-15"
"","Nick Besler","RSL","2017","M","$53,000","$53,000","2017-09-15"
"","Deybi Flores","VAN","2017","M","$53,000","$53,000","2017-09-15"
"","Reggie Cannon","FCD","2017","D","$53,000","$53,000","2017-09-15"
"","Derrick Etienne","NYRB","2017","M","$53,000","$58,000","2017-04-15"
"","Derrick Etienne","NYRB","2017","M","$53,000","$58,000","2017-09-15"
"","Bryan Reynolds","FCD","2017","F","$53,000","$55,000","2017-04-15"
"","Bryan Reynolds","FCD","2017","F","$53,000","$55,000","2017-09-15"
"","Louis Béland-Goyette","MTL","2017","M","$53,000","$54,250","2017-04-15"
"","Louis Béland-Goyette","MTL","2017","M","$53,000","$54,250","2017-09-15"
"","Christian Lucatero","HOU","2017","M","$53,000","$53,250","2017-04-15"
"","Christian Lucatero","HOU","2017","M","$53,000","$53,250","2017-09-15"
"","Tyler Pasher","SKC","2017","D","$53,000","$53,000","2017-04-15"
"","Dániel Sallói","SKC","2017","F","$53,000","$53,000","2017-04-15"
"","Jeffrey Otoo","ATL","2017","M","$53,000","$53,000","2017-04-15"
"","Marco Farfan","POR","2017","D","$53,000","$53,000","2017-04-15"
"","Jesús Ferreira","FCD","2017","F","$53,000","$53,000","2017-04-15"
"","Tyler Pasher","SKC","2017","D","$53,000","$53,000","2017-09-15"
"","Dániel Sallói","SKC","2017","F","$53,000","$53,000","2017-09-15"
"","Jeffrey Otoo","ATL","2017","M","$53,000","$53,000","2017-09-15"
"","Marco Farfan","POR","2017","D","$53,000","$53,000","2017-09-15"
"","Jesús Ferreira","FCD","2017","F","$53,000","$53,000","2017-09-15"
"","Sean Okoli","NYC","2017","F","$53,000","$53,000","2017-04-15"
"","Nouhou Tolo","SEA","2017","D","$53,000","$53,000","2017-04-15"
"","Sean Okoli","NYC","2017","F","$53,000","$53,000","2017-09-15"
"","Nouhou Tolo","SEA","2017","D","$53,000","$53,000","2017-09-15"
"","Dillon Serna","COL","2014","M","$52,500","$65,500","2014-04-01"
"","Dillon Serna","COL","2014","M","$52,500","$65,500","2014-09-15"
"","Rob Lovejoy","HOU","2016","M","$52,500","$52,500","2016-09-15"
"","Matheus Silva","SJE","2016","M","$52,500","$52,500","2016-09-15"
"","Ben McKendry","VAN","2016","M","$52,500","$52,500","2016-09-15"
"","Zach Scott","SEA","2014","D","$52,500","$52,500","2014-04-01"
"","Zach Scott","SEA","2014","D","$52,500","$52,500","2014-09-15"
"","Rob Lovejoy","HOU","2016","M","$52,500","$52,500","2016-05-15"
"","Anthony Manning","POR","2016","D","$52,500","$52,500","2016-05-15"
"","Matheus Silva","SJE","2016","M","$52,500","$52,500","2016-05-15"
"","Ben McKendry","VAN","2016","M","$52,500","$52,500","2016-05-15"
"","Kyle Porter","DCU","2014","M","$52,313","$60,956","2014-04-01"
"","Kyle Porter","DCU","2014","M","$52,313","$60,956","2014-09-15"
"","Scott Caldwell","NER","2014","M","$52,313","$59,813","2014-04-01"
"","Scott Caldwell","NER","2014","M","$52,313","$59,813","2014-09-15"
"","Josh Williams","CLB","2013","D","$52,313","$52,313","2013-08-01"
"","Josh Williams","CLB","2013","D","$52,313","$52,313","2013-09-15"
"","Raymon Gaddis","PHI","2014","D","$52,313","$52,313","2014-04-01"
"","Raymon Gaddis","PHI","2014","D","$52,313","$52,313","2014-09-15"
"","Josh Williams","CLB","2013","D","$52,313","$52,313","2013-05-01"
"","Tom Heinemann","VAN","2013","F","$51,975","$51,975","2013-08-01"
"","Tom Heinemann","VAN","2013","F","$51,975","$51,975","2013-09-15"
"","Tom Heinemann","VAN","2013","F","$51,975","$51,975","2013-05-01"
"","Chris Durkin","DCU","2016","D","$51,504","$60,671","2016-09-15"
"","Derrick Jones","PHI","2016","M","$51,504","$57,404","2016-09-15"
"","Paxton Pomykal","FCD","2016","M","$51,504","$56,504","2016-09-15"
"","Benji Joya","SKC","2016","M","$51,504","$51,504","2016-09-15"
"","Aaron Long","NYRB","2016","D","$51,504","$51,504","2016-09-15"
"","Neco Brett","POR","2016","M","$51,504","$51,504","2016-09-15"
"","Oalex Anderson","SEA","2016","F","$51,504","$51,504","2016-09-15"
"","Colin Bonner","FCD","2016","F","$51,504","$51,504","2016-09-15"
"","Timo Pitter","FCD","2016","M","$51,504","$51,504","2016-09-15"
"","Rodrigo Saravia","CLB","2016","M","$51,504","$51,504","2016-09-15"
"","Jeffrey Otoo","ATL","2016","M","$51,504","$51,504","2016-09-15"
"","Neco Brett","POR","2016","M","$51,504","$51,504","2016-05-15"
"","Oalex Anderson","SEA","2016","F","$51,504","$51,504","2016-05-15"
"","Colin Bonner","FCD","2016","F","$51,504","$51,504","2016-05-15"
"","Timo Pitter","FCD","2016","M","$51,504","$51,504","2016-05-15"
"","Jeffrey Otoo","ATL","2016","M","$51,504","$51,504","2016-05-15"
"","Auston Trusty","PHI","2016","D","$51,500","$80,600","2016-09-15"
"","Éver Alvarado","SKC","2016","D","$51,500","$75,167","2016-09-15"
"","Alhaji Kamara","DCU","2016","F","$51,500","$59,750","2016-09-15"
"","Alhaji Kamara","DCU","2016","F","$51,500","$59,750","2016-05-15"
"","Joseph Greenspan","COL","2016","D","$51,500","$52,969","2016-09-15"
"","Femi Hollinger-Janzen","NER","2016","F","$51,500","$51,500","2016-09-15"
"","Shannon Gomez","NYC","2016","D","$51,500","$51,500","2016-09-15"
"","Dennis Castillo","COL","2016","D","$51,500","$51,500","2016-09-15"
"","Femi Hollinger-Janzen","NER","2016","F","$51,500","$51,500","2016-05-15"
"","Shannon Gomez","NYC","2016","D","$51,500","$51,500","2016-05-15"
"","Dennis Castillo","COL","2016","D","$51,500","$51,500","2016-05-15"
"","Michael Gamble","NER","2016","F","$51,500","$51,500","2016-05-15"
"","Fraser Aird","VAN","2016","D","$51,500","$58,625","2016-09-15"
"","Fraser Aird","VAN","2016","D","$51,500","$58,625","2016-05-15"
"","Derrick Etienne","NYRB","2016","M","$51,500","$56,500","2016-09-15"
"","Derrick Etienne","NYRB","2016","M","$51,500","$56,500","2016-05-15"
"","Christian Lucatero","HOU","2016","M","$51,500","$51,750","2016-09-15"
"","Christian Lucatero","HOU","2016","M","$51,500","$51,750","2016-05-15"
"","Mikey Lopez","NYC","2016","M","$51,500","$51,500","2016-09-15"
"","Jérémy Gagnon-Laparé","MTL","2016","M","$51,500","$51,500","2016-09-15"
"","Amadou Dia","MTL","2016","D","$51,500","$51,500","2016-09-15"
"","Phanuel Kavita","RSL","2016","D","$51,500","$51,500","2016-09-15"
"","Ariel Lassiter","LAG","2016","F","$51,500","$51,500","2016-09-15"
"","Taylor Washington","PHI","2016","D","$51,500","$51,500","2016-09-15"
"","Tsubasa Endoh","TOR","2016","F","$51,500","$51,500","2016-09-15"
"","Molham Babouli","TOR","2016","F","$51,500","$51,500","2016-09-15"
"","Joey Calistri","CHI","2016","M","$51,500","$51,500","2016-09-15"
"","Ken Tribbett","PHI","2016","D","$51,500","$51,500","2016-09-15"
"","Dániel Sallói","SKC","2016","F","$51,500","$51,500","2016-09-15"
"","Alex Morrell","CHI","2016","M","$51,500","$51,500","2016-09-15"
"","Tony Alfaro","SEA","2016","D","$51,500","$51,500","2016-09-15"
"","Cole Seiler","VAN","2016","D","$51,500","$51,500","2016-09-15"
"","Aarón Guillén","FCD","2016","D","$51,500","$51,500","2016-09-15"
"","Justin Bilyeu","NYRB","2016","D","$51,500","$51,500","2016-09-15"
"","Cole Missimo","PHI","2016","M","$51,500","$51,500","2016-09-15"
"","David Choinière","MTL","2016","M","$51,500","$51,500","2016-09-15"
"","Mikey Lopez","NYC","2016","M","$51,500","$51,500","2016-05-15"
"","Jérémy Gagnon-Laparé","MTL","2016","M","$51,500","$51,500","2016-05-15"
"","Amadou Dia","SKC","2016","D","$51,500","$51,500","2016-05-15"
"","Phanuel Kavita","RSL","2016","D","$51,500","$51,500","2016-05-15"
"","Ariel Lassiter","LAG","2016","F","$51,500","$51,500","2016-05-15"
"","Bradley Bourgeois","HOU","2016","D","$51,500","$51,500","2016-05-15"
"","Taylor Washington","PHI","2016","D","$51,500","$51,500","2016-05-15"
"","Tsubasa Endoh","TOR","2016","F","$51,500","$51,500","2016-05-15"
"","Molham Babouli","TOR","2016","F","$51,500","$51,500","2016-05-15"
"","Joey Calistri","CHI","2016","M","$51,500","$51,500","2016-05-15"
"","Ken Tribbett","PHI","2016","D","$51,500","$51,500","2016-05-15"
"","Dániel Sallói","SKC","2016","F","$51,500","$51,500","2016-05-15"
"","Alex Morrell","CHI","2016","M","$51,500","$51,500","2016-05-15"
"","Tony Alfaro","SEA","2016","D","$51,500","$51,500","2016-05-15"
"","Cole Seiler","VAN","2016","D","$51,500","$51,500","2016-05-15"
"","Aarón Guillén","FCD","2016","D","$51,500","$51,500","2016-05-15"
"","Justin Bilyeu","NYRB","2016","D","$51,500","$51,500","2016-05-15"
"","Cole Missimo","PHI","2016","M","$51,500","$51,500","2016-05-15"
"","Marshall Hollingsworth","CLB","2016","M","$51,500","$51,500","2016-09-15"
"","Kip Colvey","SJE","2016","D","$51,500","$51,500","2016-09-15"
"","Emmanuel Appiah","SKC","2016","M","$51,500","$51,500","2016-09-15"
"","José Escalante","HOU","2016","M","$51,500","$51,500","2016-09-15"
"","Marshall Hollingsworth","CLB","2016","M","$51,500","$51,500","2016-05-15"
"","Kip Colvey","SJE","2016","D","$51,500","$51,500","2016-05-15"
"","Michael Salazar","MTL","2016","F","$51,492","$51,492","2016-09-15"
"","Michael Salazar","MTL","2016","F","$51,492","$51,492","2016-05-15"
"","Erik Hurtado","VAN","2014","F","$51,150","$86,150","2014-04-01"
"","Erik Hurtado","VAN","2014","F","$51,150","$86,150","2014-09-15"
"","Blake Smith","MTL","2014","M","$51,150","$84,900","2014-04-01"
"","Blake Smith","MTL","2014","M","$51,150","$84,900","2014-09-15"
"","Ryan Finley","CLB","2014","F","$51,150","$78,650","2014-04-01"
"","Ryan Finley","CHV","2014","F","$51,150","$78,650","2014-09-15"
"","Kyle Bekker","TOR","2014","M","$51,150","$77,400","2014-04-01"
"","Kyle Bekker","TOR","2014","M","$51,150","$77,400","2014-09-15"
"","Peterson Joseph","SKC","2014","M","$51,150","$51,150","2014-04-01"
"","Soony Saad","SKC","2014","F","$51,150","$51,150","2014-04-01"
"","Soony Saad","SKC","2014","F","$51,150","$51,150","2014-09-15"
"","Calum Mallace","MTL","2014","M","$50,848","$65,848","2014-04-01"
"","Calum Mallace","MTL","2014","M","$50,848","$65,848","2014-09-15"
"","Tommy Meyer","LAG","2014","D","$50,848","$64,598","2014-04-01"
"","Tommy Meyer","LAG","2014","D","$50,848","$64,598","2014-09-15"
"","Ethan Finlay","CLB","2014","F","$50,848","$65,848","2014-04-01"
"","Ethan Finlay","CLB","2014","F","$50,848","$65,848","2014-09-15"
"","Bobby Warshaw","FCD","2013","D","$50,820","$62,070","2013-08-01"
"","Bobby Warshaw","FCD","2013","D","$50,820","$62,070","2013-09-15"
"","Bobby Warshaw","FCD","2013","D","$50,820","$62,070","2013-05-01"
"","Gabriel Farfán","CHV","2013","M","$50,820","$50,820","2013-08-01"
"","Gabriel Farfán","CHV","2013","M","$50,820","$50,820","2013-09-15"
"","Gabriel Farfán","PHI","2013","M","$50,820","$50,820","2013-05-01"
"","Cordell Cato","SJE","2014","F","$50,400","$50,400","2014-04-01"
"","Cordell Cato","SJE","2014","F","$50,400","$50,400","2014-09-15"
"","Corey Hertzog","VAN","2013","F","$50,004","$60,671","2013-08-01"
"","Corey Hertzog","VAN","2013","F","$50,004","$60,671","2013-09-15"
"","Corey Hertzog","VAN","2013","F","$50,004","$60,671","2013-05-01"
"","Abu Tommy","SJE","2013","M","$50,004","$55,229","2013-05-01"
"","Martín Rivero","CHV","2014","M","$50,004","$50,004","2014-09-15"
"","Bradley Wright-Phillips","NYRB","2013","F","$50,000","$92,500","2013-08-01"
"","Bradley Wright-Phillips","NYRB","2013","F","$50,000","$92,500","2013-09-15"
"","Jordi Quintillà","SKC","2015","M","$50,000","$59,525","2015-09-15"
"","Clement Simonin","TOR","2015","D","$50,000","$50,000","2015-07-15"
"","Joseph Greenspan","COL","2015","D","$50,000","$50,000","2015-07-15"
"","Andy Craven","SEA","2015","F","$50,000","$50,000","2015-07-15"
"","Anthony Manning","POR","2015","D","$50,000","$50,000","2015-07-15"
"","Joseph Greenspan","COL","2015","D","$50,000","$50,000","2015-09-15"
"","Anthony Manning","POR","2015","D","$50,000","$50,000","2015-09-15"
"","Darwin Cerén","ORL","2014","M","$50,000","$80,438","2014-04-01"
"","Darwin Cerén","ORL","2014","M","$50,000","$80,438","2014-09-15"
"","Brian Ching","HOU","2013","F","$50,000","$75,000","2013-08-01"
"","Brian Ching","HOU","2013","F","$50,000","$75,000","2013-09-15"
"","Brian Ching","HOU","2013","F","$50,000","$75,000","2013-05-01"
"","José Adolfo Valencia","POR","2013","F","$50,000","$65,000","2013-08-01"
"","José Adolfo Valencia","POR","2013","F","$50,000","$65,000","2013-09-15"
"","José Adolfo Valencia","POR","2013","F","$50,000","$65,000","2013-05-01"
"","Doneil Henry","TOR","2013","D","$50,000","$62,083","2013-08-01"
"","Doneil Henry","TOR","2013","D","$50,000","$62,083","2013-09-15"
"","Doneil Henry","TOR","2013","D","$50,000","$62,083","2013-05-01"
